mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_var_0,chroma_var_1,chroma_var_2,chroma_var_3,chroma_var_4,chroma_var_5,chroma_var_6,chroma_var_7,chroma_var_8,chroma_var_9,chroma_var_10,chroma_var_11,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_var_0,contrast_var_1,contrast_var_2,contrast_var_3,contrast_var_4,contrast_var_5,contrast_var_6,zcr_mean,zcr_var,tempo,filename,label
-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.2143745,-12.582618,5.8545594,-2.8846726,-1.186681,-1.9771539,1.8001548,-3.0044115,-1.8699358,-0.7962682,-3.0132642,-0.43592528,-2.00181,-0.7466384,-5.001238,8138.2407,1082.1229,1027.1763,495.60062,289.83563,159.72736,150.5036,82.49844,108.591225,65.604515,55.4809,57.96407,93.71366,40.150433,49.73985,62.97738,57.064503,55.616135,47.20888,46.481216,0.46167397,0.17095312,0.19264801,0.37859687,0.35386503,0.45910832,0.2763882,0.3240497,0.18769908,0.20247579,0.32372463,0.3163995,0.14198035,0.036884293,0.03748974,0.13119426,0.07589801,0.17420147,0.06407596,0.094702795,0.050067015,0.05388075,0.09383308,0.06972915,16.17116056160471,16.379389883865013,21.29912243778801,21.590195304112104,18.679928625556116,17.768053539391577,35.72734561156319,28.19668779747858,29.59199596857704,39.84970305540841,32.7155969139485,23.762288426014837,12.321194746578367,30.88487172521557,0.06298072271671827,0.00044122267994763987,161.4990234375,blues.00010.wav,blues
-287.92355,123.97102,5.456122,33.684544,1.0892011,14.704721,-4.898606,8.6532755,0.7827978,6.5667357,-4.87944,-3.1806588,-5.557003,-6.786621,-2.644233,-2.9824317,-3.3811383,-1.8614974,1.8359205,-4.8965116,5935.973,993.7331,302.1008,344.13184,441.54025,235.5728,149.25542,189.14641,148.78702,114.196266,93.83295,84.24376,65.37901,60.80124,55.526436,54.493954,39.859737,46.85407,37.068073,28.102959,0.24839157,0.23022652,0.30491787,0.41385782,0.65854186,0.5414393,0.35246056,0.3485756,0.34564975,0.34801114,0.27664188,0.32097095,0.07422724,0.044888105,0.061091177,0.076476224,0.14068082,0.12316265,0.06451306,0.0925609,0.09041686,0.1016349,0.07635145,0.112191856,27.483370752926515,16.876059884810612,17.698070264509987,17.865403485970518,17.39974569243824,16.091277790468002,32.171529630726695,34.53658100553351,23.148578580784683,21.826035613946118,14.749464699970988,10.159728384631626,6.185241141992253,25.53466726908791,0.04395891785990712,0.001896140560074861,161.4990234375,blues.00011.wav,blues
-207.20874,132.79709,-15.460706,60.99486,0.7102411,12.461279,1.1609278,-1.5278945,-17.901815,8.369234,-2.4538186,-0.59668875,0.3688165,2.6052277,-5.1930146,-9.530149,-9.2374,-2.8406758,-1.4114445,-5.931029,4578.1455,665.3489,935.92395,330.60007,314.05115,101.191,108.01185,111.69128,96.419975,94.78234,139.7199,92.63354,86.18086,53.75499,45.88703,69.32628,63.613003,68.8618,112.5796,91.534615,0.30367613,0.16028026,0.21962753,0.20349412,0.19680662,0.2664421,0.30161795,0.1576872,0.18246064,0.21346878,0.3755525,0.6508768,0.05186628,0.046314836,0.09311711,0.0677509,0.08080721,0.09169672,0.1070803,0.0390579,0.05735687,0.06671862,0.059820954,0.15914539,16.89251432562536,18.890022518002528,21.01584864579434,20.099728297279288,21.6373619142718,22.808864086386276,33.5453591271736,22.68915981622864,25.936930271784302,23.610969888397992,23.67647094871992,19.30225114840801,16.484456141872492,12.13643319992863,0.06912392064144737,0.002381275203555497,92.28515625,blues.00012.wav,blues
-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.010078,6.735786,-21.54862,10.7284975,-5.532432,-2.2020378,-3.0517273,8.64402,-0.3108456,-0.6361449,-2.9359381,-1.706597,-1.7654229,-7.755964,1969.8452,542.4456,661.9417,148.28586,101.97602,146.30325,69.4292,76.00194,96.43982,95.85311,90.72551,59.21689,52.38352,71.82002,68.6389,88.6315,97.457726,104.32184,88.90185,113.95143,0.1273773,0.14210585,0.17116772,0.14698215,0.1898864,0.23153727,0.15596743,0.2164878,0.34531912,0.38492686,0.6915307,0.3734269,0.030019332,0.054986652,0.059334304,0.052040406,0.06360135,0.06749585,0.033138372,0.060060635,0.11928225,0.057918113,0.14361802,0.060251288,17.056353195477545,18.542702162287576,21.60647995746491,18.863213934739992,19.59525017568339,19.25900587118478,34.98918333543087,22.471210526053593,28.282679732723263,23.95199551207394,18.530241761346943,16.534304018553932,16.76104566637235,3.271454865605575,0.051417300575657895,0.0012560154024389564,107.666015625,blues.00013.wav,blues
-305.69858,113.04164,12.1149,45.039444,17.73924,14.59463,4.157129,0.24009785,-7.013088,13.649843,8.923058,1.3016899,5.9521284,8.542282,1.1171257,0.5882187,0.06007749,-3.706519,-1.0018839,-1.8044139,8198.813,681.4011,1463.6697,224.74265,249.00208,154.72269,157.6241,166.76408,97.56585,76.86334,89.99378,62.738995,64.35733,76.047966,137.10913,67.646996,96.65096,65.65768,89.35327,113.55592,0.29620653,0.31608987,0.29482225,0.24004889,0.29478705,0.31426436,0.23711222,0.2353569,0.28419057,0.37784413,0.6203979,0.4373697,0.103999,0.11139582,0.0990396,0.07568399,0.09378921,0.10274267,0.06371494,0.061039142,0.08046399,0.084854655,0.17666817,0.11320739,17.679665640268443,19.680118393936823,23.622879377867008,19.5089505837423,20.49066736990628,19.44084079545518,30.897990128109065,18.839970186218032,27.98791907161312,35.038425070575315,31.415709954765124,28.232954054391815,27.445564560606417,9.429424218789098,0.045045834945820436,0.0015610299115303048,151.99908088235293,blues.00014.wav,blues
-238.53304,120.08829,-4.2245555,42.310043,5.91633,13.914182,5.3575773,1.9037088,-16.92988,12.339311,3.9409604,-1.3906771,0.0147920735,3.5804958,-4.5049934,-5.541951,-6.8830776,-4.82639,1.7385828,-1.8840168,4382.781,728.52594,979.5507,383.17078,298.87708,117.46454,119.66445,143.89613,89.88304,76.274216,81.66872,60.912,60.609455,89.55493,101.94872,77.47022,93.63776,65.74761,78.30476,131.2145,0.26288965,0.16624135,0.243802,0.2428957,0.28420237,0.29283306,0.26068234,0.1692272,0.19756262,0.2436934,0.36236748,0.5177622,0.05389285,0.047859043,0.11176318,0.08662731,0.11812919,0.106330894,0.08581185,0.044803854,0.061310206,0.07464379,0.08316153,0.17066634,16.861067863521296,18.557984670671026,20.967541267495033,19.732013398389174,20.289203300415945,20.02401341760077,33.11842282825507,21.33754569652071,19.95704422443074,28.93053243493728,26.767371163082977,19.457262175064983,17.42445553808815,7.302837652396455,0.0637176797116873,0.0019420992387825483,99.38401442307692,blues.00015.wav,blues
-233.79489,120.66705,-3.1675603,39.53927,3.858855,18.839672,-3.6889172,4.4318447,-14.975374,17.571033,1.8447447,2.538607,-1.2386856,8.439363,-0.20983851,-3.9067852,-4.478641,-0.012232234,1.293265,-2.0874293,4961.9673,562.2368,1208.0558,396.44153,283.7276,156.19809,100.37777,111.57426,101.50374,102.17423,108.61663,66.41245,65.0766,65.01316,59.155827,77.80613,82.36954,85.382,83.646126,100.742355,0.23256329,0.16887474,0.14962566,0.27871916,0.40747806,0.2497119,0.27227342,0.35508335,0.5286723,0.53750116,0.26503962,0.25401494,0.08097331,0.049211513,0.039254155,0.07504678,0.12530558,0.06697132,0.084543,0.09653498,0.12238043,0.15201293,0.05340983,0.08456491,16.84794720165796,17.97105586817448,21.036888068185412,18.751087452086956,20.263356045176963,18.601751201307497,33.928423770161004,21.522072083912335,20.867603020202903,28.2171901574847,27.674939749356174,21.126616175810106,20.709822301594944,5.886832148418586,0.061350725014512386,0.0014195843289450563,103.359375,blues.00016.wav,blues
-245.75414,140.48093,-2.771439,60.42012,18.9254,9.8371,3.566577,0.5361874,-16.36736,6.629854,7.269149,-4.015731,1.6074536,5.898682,-3.0176077,-4.7748995,-3.02707,-1.9985331,-0.058759023,-3.9718897,5194.7925,800.78485,795.8157,360.8053,234.98946,99.75718,118.61018,93.123634,129.03683,105.272446,96.74039,71.34584,72.96798,78.70367,56.051174,58.410374,65.67619,64.96265,62.87211,64.753746,0.30284938,0.20715842,0.15734093,0.15960151,0.30674273,0.2565114,0.25413817,0.31225273,0.42534313,0.57891226,0.3532124,0.31281108,0.10620654,0.058160074,0.050294913,0.03510272,0.1045662,0.061344612,0.07900253,0.08539275,0.086257376,0.14802288,0.053308506,0.10429057,15.959212895559233,18.994416583119243,22.643051923774156,19.93258214146661,21.30462333692694,21.693830900603267,31.50836415755714,22.21622308870992,22.53166415168256,25.014658565968446,23.04319889930066,19.896474668689635,13.198522163090779,16.364304092492386,0.04832397083010836,0.0008456542090873088,161.4990234375,blues.00017.wav,blues
-252.51877,104.93698,15.316828,42.67347,6.7626176,21.623577,-1.313277,5.6919327,-16.619516,12.161627,-1.96795,1.969765,-0.8889585,7.771046,2.3869514,1.7799876,1.3449864,3.6371126,4.9108076,-2.6554039,2874.9695,604.2528,661.88116,162.583,92.889244,117.17877,73.51759,100.46526,125.3279,123.60225,52.15249,64.68708,48.676605,71.50581,101.93585,93.14768,131.86716,181.78679,151.7624,96.51001,0.21098194,0.16093783,0.18874955,0.2026812,0.21735221,0.28019807,0.32945466,0.2506038,0.33041707,0.37706193,0.29860237,0.39391088,0.05786272,0.054121535,0.0723013,0.07054327,0.079049334,0.106350675,0.12295901,0.07615455,0.09863986,0.1342313,0.070147246,0.16544545,18.185877760346703,18.673023731109385,23.508252433841353,18.937140327090116,19.755208714604706,18.237134724863786,34.69768191079407,24.15557244854943,24.230304523561323,44.17973328289229,25.099748326743164,22.481615173523604,23.38497295680476,4.7895427490421305,0.056131935710139316,0.0017231547321391286,83.35433467741936,blues.00018.wav,blues
-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.4828563,-3.801668,-14.974891,10.432587,-0.3539616,0.7883456,1.7829303,4.2302113,-0.47101688,-6.1056542,-5.387077,-1.3430606,-3.7227933,-4.3624997,5581.0386,536.6804,1167.7819,311.42264,466.6054,91.67126,98.10479,158.8907,77.30144,104.572296,134.39224,80.471214,78.012474,73.669174,63.342747,80.78577,95.52781,92.688385,72.5649,66.79816,0.19436337,0.19354898,0.15701018,0.25425068,0.34076014,0.14692919,0.13923535,0.24408162,0.43790004,0.55475724,0.2523996,0.17307657,0.08070395,0.06556729,0.05815626,0.08431499,0.1362065,0.044168193,0.047988847,0.08208757,0.09305594,0.1739013,0.051091988,0.05549746,16.522419692297596,18.326953021649267,22.749064648528883,19.253089158777943,20.706566982002187,20.6686122755776,32.14242770977516,25.660591026071206,26.817090810263277,23.378244434872784,19.627945802480962,19.313760887066287,13.747528275435581,12.43943944611774,0.05887114817143963,0.0017991580841696208,123.046875,blues.00019.wav,blues
-230.42657,127.100525,7.145355,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104383,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.1598387,-6.2154546,-4.5115924,-1.8506044,-0.5394865,1.504397,2986.131,397.42587,599.6258,175.5543,115.78239,100.240906,79.46398,69.34811,59.99348,72.724945,71.60434,74.565765,62.636513,61.899128,60.672516,49.643593,52.815685,72.64506,94.1784,73.87875,0.2498887,0.17251883,0.21738857,0.2925994,0.49657047,0.24946389,0.22612885,0.3428218,0.38833624,0.29949123,0.28352594,0.41485927,0.060382925,0.0520247,0.07795755,0.06592857,0.15694335,0.052399367,0.06329212,0.10243934,0.1207141,0.088661544,0.06844356,0.12784514,16.324950510016254,15.953200069486634,20.516873042659764,17.65363809086513,18.531188159554937,17.219513999857888,34.29043512237343,20.92598042493041,18.30401370892536,26.021538565269243,16.911658746119553,14.433600774587767,11.369268767287462,4.466331600777606,0.05256015080785604,0.0006156241764708421,135.99917763157896,blues.00020.wav,blues
-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.2051423,1.2625881,-15.847021,15.986576,3.3616717,-1.5137409,1.892155,6.3119216,-0.9948622,-2.4167242,-3.684751,0.4993974,5.050747,-0.786703,6345.582,1002.2855,1284.3698,371.27933,248.2447,130.10916,120.0555,104.491005,95.40044,85.191086,79.19172,71.92619,70.07034,68.553055,82.19373,89.57963,93.97978,119.295204,117.77329,148.60565,0.23320144,0.16180481,0.17967813,0.21733347,0.38632253,0.5575256,0.45657685,0.44280425,0.4035208,0.29652035,0.28424707,0.23417057,0.078898616,0.033389635,0.046820402,0.04310748,0.11126416,0.17309754,0.12451075,0.09965135,0.10795472,0.065583706,0.116892494,0.064750746,19.326919707873692,18.664104411251994,22.581228815136896,20.36983990496458,21.419999360091595,20.5285863326646,32.16056963125086,24.19683398328056,24.564341979968447,23.436075916555115,24.27033863626577,28.319846520575226,28.226832586513574,13.089501115662417,0.04793735185274768,0.002331948338808487,99.38401442307692,blues.00021.wav,blues
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.354868,0.39087018,-13.504575,16.856106,5.130938,-2.23188,3.9640331,5.318362,0.8122657,-1.0979141,-4.539752,-2.434786,3.313449,-0.6142793,6495.1147,959.6316,1162.2152,384.2662,304.38773,165.42633,105.526024,127.749626,151.53041,82.79495,114.41353,77.30098,65.94775,83.33337,101.05715,80.33737,78.6839,100.37828,119.25773,143.4217,0.38974726,0.23288268,0.21152742,0.2562979,0.3287828,0.49499997,0.35562563,0.3200953,0.28151295,0.31772664,0.25046703,0.23763894,0.13319406,0.053131323,0.076460734,0.08512256,0.09884639,0.16513248,0.095761105,0.09256638,0.06787464,0.1015828,0.080536984,0.054839864,18.65293979507618,17.909654138483507,22.69234471145266,20.27898307685397,21.424414512702562,21.98610505406235,33.057225880540784,22.85339734163976,24.548583365813744,27.62565479548632,26.73508179097038,23.50537148398912,27.748108012874344,16.58379664360059,0.05861340218653251,0.002867745893127177,99.38401442307692,blues.00022.wav,blues
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.8855519,-1.8633765,-7.6205554,-2.4471745,-2.886725,-9.429529,-10.923911,3.562558,4.137706,0.09554386,-2.9725447,-1.378875,7.541176,-3.0374627,4148.341,506.42682,1246.3402,210.88124,152.67918,93.664665,102.624985,87.26729,97.58157,97.68808,104.081825,87.9641,115.4956,68.98667,77.07603,45.250446,66.83941,82.56453,93.44997,74.076614,0.20807508,0.27335867,0.1879539,0.20784996,0.48305604,0.22900411,0.12476044,0.16496523,0.28222004,0.650967,0.36525828,0.1911823,0.06302672,0.1106302,0.057639904,0.038524218,0.15083835,0.039903477,0.03716972,0.048399106,0.046520483,0.1368908,0.06300002,0.048608452,16.078663085535215,19.496394484527514,24.151916666335392,21.211439044362944,20.580586373407975,20.623994438158494,30.653466381284947,21.615669737494535,25.024685551442722,25.35063726523681,23.42034494277629,21.18712204469045,16.51221910171338,4.844521045996566,0.052482675841718264,0.0010882949479228713,95.703125,blues.00023.wav,blues
